Name	Description	ARN	Region	Type	RequesterPays	Documentation	Contact	ManagedBy	UpdateFrequency	License	Tags
NOAA Atmospheric Climate Data Records - Ocean Nearsurface Atmos Profiles	Ocean Nearsurface Atmos Profiles	arn:aws:s3:::noaa-cdr-ocean-nearsurface-atmos-profiles-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Atmospheric Climate Data Records - Outgoing Longwave Radiation - Daily	Outgoing Longwave Radiation - Daily	arn:aws:s3:::noaa-cdr-outgoing-longwave-radiation-daily-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Atmospheric Climate Data Records - Outgoing Longwave Radiation - Monthly	Outgoing Longwave Radiation - Monthly	arn:aws:s3:::noaa-cdr-outgoing-longwave-radiation-monthly-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Atmospheric Climate Data Records - Ozone - ESRL	Ozone - ESRL	arn:aws:s3:::noaa-cdr-ozone-esrl-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Atmospheric Climate Data Records - PERSIANN Precip	PERSIANN Precip	arn:aws:s3:::noaa-cdr-precip-persiann-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Atmospheric Climate Data Records - Solar Spectral Irradiance	Solar Spectral Irradiance	arn:aws:s3:::noaa-cdr-solar-spectral-irradiance-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Atmospheric Climate Data Records - Total Solar Irradiance	Total Solar Irradiance	arn:aws:s3:::noaa-cdr-total-solar-irradiance-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Climate Forecast System (CFS) - Climate Forecast System (CFS) Model Data	Climate Forecast System (CFS) Model Data	arn:aws:s3:::noaa-cfs-pds	us-east-1	S3 Bucket		https://cfs.ncep.noaa.gov/	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Hourly, 6-Hourly, and Monthly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Continuously Operating Reference Stations (CORS) Network (NCN)	[NCN Data and Products](https://geodesy.noaa.gov/CORS/data.shtml)	arn:aws:s3:::noaa-cors-pds	us-east-1	S3 Bucket		For more information, visit [NCN Data and Products](https://geodesy.noaa.gov/COR	- For general inquiries about NCN data and products, email ✉ ngs.cors at noaa.go	[NOAA](http://www.noaa.gov/)	Most data are available within 1 hour from when they were recorded at the remote	There are no restrictions on the use of this data.	['aws-pds', 'broadcast ephemeris', 'Continuously Operating Reference Station (CORS)', 'earth observation', 'geospatial', 'GPS', 'GNSS', 'mapping', 'NOAA CORS Network (NCN)', 'post-processing', 'RINEX', 'survey']
NOAA Fundamental Climate Data Records (FCDR) - Gridsat B1	Gridsat B1	arn:aws:s3:::noaa-cdr-gridsat-b1-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - MSU Brightness Temperature	MSU Brightness Temperature	arn:aws:s3:::noaa-cdr-msu-brit-temp-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Mean Layer Temperature	Mean Layer Temperature	arn:aws:s3:::noaa-cdr-mean-layer-temp-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Mean Layer Temperature - RSS	Mean Layer Temperature - RSS	arn:aws:s3:::noaa-cdr-mean-layer-temp-rss-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Mean Layer Temperature - UAH	Mean Layer Temperature - UAH	arn:aws:s3:::noaa-cdr-mean-layer-temp-uah-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Mean Layer Temperature Lower Stratosphere	Mean Layer Temperature Lower Stratosphere	arn:aws:s3:::noaa-cdr-mean-layer-temp-lower-strat-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Mean Layer Temperature Upper Troposphere	Mean Layer Temperature Upper Troposphere	arn:aws:s3:::noaa-cdr-mean-layer-temp-upper-trop-lower-strat-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Microwave Brightness Temperature	Microwave Brightness Temperature	arn:aws:s3:::noaa-cdr-microwave-brit-temp-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Microwave Humidity Sounder Brightness Temperature	Microwave Humidity Sounder Brightness Temperature	arn:aws:s3:::noaa-cdr-microwave-humidity-sounder-brit-temp-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Microwave Imager Brightness Temperature - CSU	Microwave Imager Brightness Temperature - CSU	arn:aws:s3:::noaa-cdr-microwave-imager-brit-temp-csu-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Microwave Imager Brightness Temperature - RSS	Microwave Imager Brightness Temperature - RSS	arn:aws:s3:::noaa-cdr-microwave-imager-brit-temp-rss-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Microwave Temperature Sounder Brightness Temperature	Microwave Temperature Sounder Brightness Temperature	arn:aws:s3:::noaa-cdr-microwave-temp-sounder-brit-temp-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Polar Orbiter Radiances and Cloud Properties - NASA	Polar Orbiter Radiances and Cloud Properties - NASA	arn:aws:s3:::noaa-cdr-radiances-and-cloud-properties-polar-orbiter-nasa-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Polar Pathfinder	Polar Pathfinder	arn:aws:s3:::noaa-cdr-polar-pathfinder-fcdr-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Polar Pathfinder Extended	Polar Pathfinder Extended	arn:aws:s3:::noaa-cdr-polar-pathfinder-extended-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Fundamental Climate Data Records (FCDR) - Water Vapor Brightness Temperature	Water Vapor Brightness Temperature	arn:aws:s3:::noaa-cdr-ir-water-vapor-brit-temp-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Geostationary Operational Environmental Satellites (GOES) 16, 17 & 18 - GOES-16 imagery and metadata	GOES-16 imagery and metadata	arn:aws:s3:::noaa-goes16	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-goes16	"For questions related to specific GOES Products, please visit the ""[GOES-R websi"	[NOAA](http://www.noaa.gov/)	New data is added as soon as it's available	There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'geospatial', 'weather', 'earth observation', 'meteorological', 'sustainability', 'disaster response', 'satellite imagery']
NOAA Geostationary Operational Environmental Satellites (GOES) 16, 17 & 18 - GOES-17 imagery and metadata	GOES-17 imagery and metadata	arn:aws:s3:::noaa-goes17	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-goes16	"For questions related to specific GOES Products, please visit the ""[GOES-R websi"	[NOAA](http://www.noaa.gov/)	New data is added as soon as it's available	There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'geospatial', 'weather', 'earth observation', 'meteorological', 'sustainability', 'disaster response', 'satellite imagery']
NOAA Geostationary Operational Environmental Satellites (GOES) 16, 17 & 18 - GOES-18 imagery and metadata	GOES-18 imagery and metadata	arn:aws:s3:::noaa-goes18	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-goes16	"For questions related to specific GOES Products, please visit the ""[GOES-R websi"	[NOAA](http://www.noaa.gov/)	New data is added as soon as it's available	There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'geospatial', 'weather', 'earth observation', 'meteorological', 'sustainability', 'disaster response', 'satellite imagery']
NOAA Global Ensemble Forecast System (GEFS) - Project data files	Project data files	arn:aws:s3:::noaa-gefs-pds	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-gefs-pds	For questions regarding data content or quality, visit [the NOAA GEFS site](http	[NOAA](http://www.noaa.gov/)	4 times a day, every 6 hours starting at midnight.	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Global Ensemble Forecast System (GEFS) Re-forecast	GEFS Re-forecast in Grib2 Format	arn:aws:s3:::noaa-gefs-retrospective	us-east-1	S3 Bucket		https://noaa-gefs-retrospective.s3.amazonaws.com/Description_of_reforecast_data.	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Re-forecasts do not adhere to an update frequency.	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Global Extratropical Surge and Tide Operational Forecast System (Global ESTOFS) - NOAA Global ESTOFS Water Level Forecast Guidance	NOAA Global ESTOFS Water Level Forecast Guidance	arn:aws:s3:::noaa-gestofs-pds	us-east-1	S3 Bucket		https://noaa-gestofs-pds.s3.amazonaws.com/README.html	For questions regarding data content or quality, visit the ESTOFS site (https://	[NOAA](http://www.noaa.gov/)	Four times per day, every 6 hours starting at midnight UTC	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'global', 'coastal', 'disaster response', 'weather', 'water', 'environmental', 'meteorological', 'oceans', 'sustainability', 'climate']
NOAA Global Forecast System (GFS) - GFS Warm Start Initial Conditions	GFS Warm Start Initial Conditions	arn:aws:s3:::noaa-gfs-warmstart-pds	us-east-1	S3 Bucket		https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/gfs.php	For questions regarding data content or quality, visit [the NOAA GFS site](https	[NOAA](http://www.noaa.gov/)	4 times a day, every 6 hours starting at midnight UTC	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'disaster response', 'environmental', 'meteorological', 'sustainability', 'weather']
NOAA Global Forecast System (GFS) - GFS data	GFS data	arn:aws:s3:::noaa-gfs-bdp-pds	us-east-1	S3 Bucket		https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/gfs.php	For questions regarding data content or quality, visit [the NOAA GFS site](https	[NOAA](http://www.noaa.gov/)	4 times a day, every 6 hours starting at midnight UTC	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'disaster response', 'environmental', 'meteorological', 'sustainability', 'weather']
NOAA Global Historical Climatology Network Daily (GHCN-D)	Project data files	arn:aws:s3:::noaa-ghcn-pds	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-ghcn	For questions regarding data content or quality, visit [the NOAA GHCN site](http	[NOAA](http://www.noaa.gov/)	Daily	https://www.ncdc.noaa.gov/ghcnd-data-access	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Global Hydro Estimator (GHE) - Project data files	Project data files	arn:aws:s3:::noaa-ghe-pds	us-east-1	S3 Bucket		https://www.ospo.noaa.gov/Products/atmosphere/ghe/index.html	For questions regarding product content orquality, visit https://www.ospo.noaa.g	[NOAA](http://www.noaa.gov/)	15 minute-instantaneous	There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'meteorological', 'sustainability', 'water', 'weather']
NOAA Global Mosaic of Geostationary Satellite Imagery (GMGSI) - NOAA Global Mosaic of Geostationary Satellite Imagery (GMGSI)	NOAA Global Mosaic of Geostationary Satellite Imagery (GMGSI)	arn:aws:s3:::noaa-gmgsi-pds	us-east-1	S3 Bucket		[https://www.ospo.noaa.gov/Operations/GOES/index.html](https://www.ospo.noaa.gov	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Hourly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Global Real-Time Ocean Forecast System (Global RTOFS) - NOAA Global Real Time Ocean Forecasting System Data	NOAA Global Real Time Ocean Forecasting System Data	arn:aws:s3:::noaa-nws-rtofs-pds	us-east-1	S3 Bucket		https://noaa-nws-rtofs-pds.s3.amazonaws.com/README.html	For questions regarding data content or quality, visit the RTOFS site (https://p	[NOAA](http://www.noaa.gov/)	Once a day. The products are available at the following times each day <br /> 00	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'global', 'coastal', 'disaster response', 'weather', 'water', 'environmental', 'meteorological', 'oceans', 'sustainability', 'climate']
NOAA High-Resolution Rapid Refresh (HRRR) Model - Archive of HRRR data since 2014.	Archive of HRRR data since 2014.	arn:aws:s3:::noaa-hrrr-bdp-pds	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-hrrr	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Hourly	U.S. Government Work	['aws-pds', 'agriculture', 'climate', 'weather', 'environmental', 'sustainability', 'disaster response']
NOAA High-Resolution Rapid Refresh (HRRR) Model - HRRR Zarr format near-real time data archive managed by the University of Utah	HRRR Zarr format near-real time data archive managed by the University of Utah	arn:aws:s3:::hrrrzarr	us-west-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-hrrr	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Hourly	U.S. Government Work	['aws-pds', 'agriculture', 'climate', 'weather', 'environmental', 'sustainability', 'disaster response']
NOAA Integrated Surface Database (ISD) - ISD in CSV format	ISD in CSV format	arn:aws:s3:::noaa-global-hourly-pds	us-east-1	S3 Bucket		https://www.ncei.noaa.gov/data/global-hourly/doc/isd-format-document.pdf	For questions regarding data content or quality, visit [the NOAA ISD site](https	[NOAA](http://www.noaa.gov/)	Daily	https://www.ncdc.noaa.gov/isd/data-access	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Integrated Surface Database (ISD) - ISD in original format	ISD in original format	arn:aws:s3:::noaa-isd-pds	us-east-1	S3 Bucket		https://www.ncei.noaa.gov/data/global-hourly/doc/isd-format-document.pdf	For questions regarding data content or quality, visit [the NOAA ISD site](https	[NOAA](http://www.noaa.gov/)	Daily	https://www.ncdc.noaa.gov/isd/data-access	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Joint Polar Satellite System (JPSS) - NOAA JPSS Data	NOAA JPSS Data	arn:aws:s3:::noaa-jpss	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/tree/main/JPSS	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	New data is added as soon as it's available	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA National Bathymetric Source Data - NOAA National Bathymetric Source Data	NOAA National Bathymetric Source Data	arn:aws:s3:::noaa-ocs-nationalbathymetry-pds	us-east-1	S3 Bucket		https://nauticalcharts.noaa.gov/data/bluetopo.html	For general questions or feedback about the data, please submit inquiries throug	[NOAA](http://www.noaa.gov/)	Monthly where new data is available.	Creative Commons licenses are attached to each file and, where available, are at	['aws-pds', 'earth observation', 'model', 'oceans', 'bathymetry', 'marine navigation', 'oceans']
NOAA National Blend of Models (NBM) - National Blend of Models (NBM) COG Format	National Blend of Models (NBM) COG Format	arn:aws:s3:::noaa-nbm-pds	us-east-1	S3 Bucket		https://vlab.noaa.gov/web/mdl/nbm	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Once per hour	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'cog', 'meteorological', 'sustainability', 'weather']
NOAA National Blend of Models (NBM) - National Blend of Models (NBM) Grib2 Format	National Blend of Models (NBM) Grib2 Format	arn:aws:s3:::noaa-nbm-grib2-pds	us-east-1	S3 Bucket		https://vlab.noaa.gov/web/mdl/nbm	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Once per hour	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'cog', 'meteorological', 'sustainability', 'weather']
NOAA National Digital Forecast Database (NDFD) - National Digital Forecast Database (NDFD) Grib2 Format	National Digital Forecast Database (NDFD) Grib2 Format	arn:aws:s3:::noaa-ndfd-pds	us-east-1	S3 Bucket		https://vlab.noaa.gov/web/mdl/ndfd (For NDFD Product information, instructions, 	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	As often as once every half hour (varies by forecast element, forecast projectio	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA National Water Model CONUS Retrospective Dataset - The complete archive of NWM data version 1.2.	The complete archive of NWM data version 1.2.	arn:aws:s3:::nwm-archive	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/nwm/README.md	For questions regarding data content or quality, go [here](http://water.noaa.gov	[NOAA](http://www.noaa.gov/)	No updates	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'weather', 'climate', 'environmental', 'disaster response', 'agriculture', 'transportation', 'sustainability']
NOAA National Water Model CONUS Retrospective Dataset - The complete archive of NWM data version 2.0.	The complete archive of NWM data version 2.0.	arn:aws:s3:::noaa-nwm-retro-v2-0-pds	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/nwm/README.md	For questions regarding data content or quality, go [here](http://water.noaa.gov	[NOAA](http://www.noaa.gov/)	No updates	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'weather', 'climate', 'environmental', 'disaster response', 'agriculture', 'transportation', 'sustainability']
NOAA National Water Model CONUS Retrospective Dataset - The complete archive of NWM input forcing and model output data version 2.1 in N	The complete archive of NWM input forcing and model output data version 2.1 in N	arn:aws:s3:::noaa-nwm-retrospective-2-1-pds	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/nwm/README.md	For questions regarding data content or quality, go [here](http://water.noaa.gov	[NOAA](http://www.noaa.gov/)	No updates	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'weather', 'climate', 'environmental', 'disaster response', 'agriculture', 'transportation', 'sustainability']
NOAA National Water Model CONUS Retrospective Dataset - The complete archive of NWM model output data version 2.1 in Zarr format. The NW	The complete archive of NWM model output data version 2.1 in Zarr format. The NW	arn:aws:s3:::noaa-nwm-retrospective-2-1-zarr-pds	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/nwm/README.md	For questions regarding data content or quality, go [here](http://water.noaa.gov	[NOAA](http://www.noaa.gov/)	No updates	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'weather', 'climate', 'environmental', 'disaster response', 'agriculture', 'transportation', 'sustainability']
NOAA National Water Model CONUS Retrospective Dataset - The streamflow from the NWM version 2.0 in Zarr format.	The streamflow from the NWM version 2.0 in Zarr format.	arn:aws:s3:::noaa-nwm-retro-v2-zarr-pds	us-west-2	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/nwm/README.md	For questions regarding data content or quality, go [here](http://water.noaa.gov	[NOAA](http://www.noaa.gov/)	No updates	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'weather', 'climate', 'environmental', 'disaster response', 'agriculture', 'transportation', 'sustainability']
NOAA National Water Model Short-Range Forecast - A rolling four week archive of NWM data.	A rolling four week archive of NWM data.	arn:aws:s3:::noaa-nwm-pds	us-east-1	S3 Bucket		https://github.com/awslabs/open-data-docs/tree/main/docs/noaa/noaa-nwm-pds	For questions regarding data content or quality, go [here](http://water.noaa.gov	[NOAA](http://www.noaa.gov/)	Daily	Open Data. There are no restrictions on the use of this data	['aws-pds', 'agriculture', 'weather', 'climate', 'environmental', 'disaster response', 'agriculture', 'transportation', 'sustainability']
NOAA North American Mesoscale Forecast System (NAM) - North American Mesoscale Forecast System (NAM) Data	North American Mesoscale Forecast System (NAM) Data	arn:aws:s3:::noaa-nam-pds	us-east-1	S3 Bucket		https://www.emc.ncep.noaa.gov/emc/pages/numerical_forecast_systems/nam.php, http	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Four times daily (0000, 0600, 1200, and 1800 UTC)	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Oceanic Climate Data Records - Sea Ice Concentration	Sea Ice Concentration	arn:aws:s3:::noaa-cdr-sea-ice-concentration-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'oceans', 'sustainability', 'weather']
